k__Bacteria|p__Firmicutes,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Verrucomicrobia,k__Bacteria|p__Proteobacteria,k__Viruses|p__Viruses_noname,Susciptability to SARS-CoV-2
70.08548,9.76336,11.04588,0,7.83647,1.26165,0,Medium
40.10718,0.53441,40.55968,0,0.4238,18.37493,0,High
46.90204,2.33594,18.16709,0.76181,0,31.81643,0,Medium
42.588,56.20278,1.1793,0,0,0.02992,0,Very High
53.27167,36.06654,10.46369,0,0,0.1981,0,Very High
59.28604,3.22377,35.53603,0,0.00136,1.9291,0.02281,Medium
48.24928,0.50635,37.31967,0.23217,0,13.51436,0.16403,Low
67.60645,7.33531,20.87624,1.38921,0.12794,2.64813,0.01243,Medium
37.94466,0.58962,60.1171,0,0,1.34862,0,High
24.6815,0.16757,65.54331,0,0,9.60762,0,Medium
29.39523,3.47811,51.79244,0,0,14.633,0.69519,Medium
34.47578,0.53348,59.42684,0,1.89329,3.65295,0.00973,Medium
57.44276,8.0325,19.26517,0,0,15.25957,0,Very High
71.13964,1.92844,24.15031,1.70326,0,1.07018,0.00193,Medium
72.3155,1.26583,11.01165,5.77752,8.73161,0.8535,0.04272,Medium
54.27629,3.87425,40.50957,0,0.396,0.94389,0,Medium
76.17431,16.96794,6.66122,0,0.12734,0.06919,0,Very High
62.20961,23.20416,12.96968,1.32286,0.19147,0.07562,0.017,Medium
46.08556,5.02401,45.1145,2.75036,0,1.02558,0,Very High
36.62207,21.52939,40.25463,0,0,1.58923,0.00468,Very High
29.38567,0.71344,62.85751,0,5.88159,1.15719,0.00254,Medium
49.03575,3.27916,46.10864,0,0.27405,0.87868,0.42372,Medium
3.92273,0.00437,94.14448,0,1.45529,0.47152,0,Medium
7.98426,0.71084,15.47424,0,0,75.81901,0,Medium
47.34278,4.99074,46.72927,0,0,0.93722,0,High
69.22725,2.80726,23.94217,1.88386,0.04884,1.80991,0.27798,Medium
4.41834,0.06554,91.48532,0,3.9272,0.10362,0,Medium
25.11266,5.0611,65.63486,0.00234,1.43877,2.20807,0.54221,Medium
10.30905,1.62337,85.33388,0,0,2.71874,0.01496,Medium
74.22966,13.4742,12.16951,0,0,0.11234,0.01429,Very High
69.22034,19.1791,10.94241,0.08249,0.47393,0.10173,0,Very High
45.79114,1.97754,49.16861,0,0,3.03693,0.02499,Medium
44.12855,0.85902,53.84043,0,0.01877,1.14867,0.00432,Medium
65.62695,27.56733,3.86068,0,2.68562,0.25943,0,Very High
62.56588,13.36057,19.81637,2.12657,1.67096,0.45966,0,Very High
63.08407,1.70424,34.90952,0,0,0.30216,0,Very High
56.5895,41.31687,1.9733,0,0,0.06547,0.05486,Very High
37.61174,0.47021,54.1747,0,5.59215,2.13887,0.00749,High
66.61465,10.9938,20.7042,1.24768,0.04578,0.39388,0,Very High
73.61672,2.41824,15.27377,0,0.01102,8.64181,0,Medium
71.04143,2.12982,22.54037,0.00481,0.00343,3.90578,0,Medium
46.74611,13.79319,38.84761,0,0.23782,0.37526,0,Very High
9.29449,0.21594,89.02966,0,1.23975,0.20012,0.02005,Medium
59.57738,4.30035,32.80246,0.47563,0,2.7826,0.05701,Medium
24.54607,1.33841,6.17956,0,0.00549,67.91188,0,Low
64.6945,15.52752,15.64581,0,1.99822,1.67601,0.45794,Very High
72.86843,11.513,15.25965,0.22415,0,0.13477,0,Very High
22.90812,1.7186,72.02058,0,2.66914,0.6482,0.03536,Medium
57.47868,22.08115,20.01494,0,0,0.42522,0,Very High
74.69128,21.43178,3.79495,0,0,0.08199,0,Very High
42.22077,0.75467,56.0225,0.50036,0.06685,0.33739,0.02296,Medium
58.02451,40.38183,1.12701,0,0,0.46665,0,Very High
32.23063,5.35423,49.30101,0.00922,0,12.09462,1.00472,Medium
56.10598,32.13823,5.00416,0.71896,5.96385,0.06882,0,Very High
67.81108,2.54758,24.8944,3.2496,0.1565,0.57555,0.76529,Medium
65.41671,4.61826,24.69418,0,4.4193,0.85155,0,Very High
23.21739,1.27301,49.58432,0,22.691,3.21655,0.01772,Medium
37.18219,37.64725,22.68061,0.34058,1.4568,0.69256,0,Very High
12.14382,1.97958,1.14133,0.36738,0,84.34699,0,Low
30.58939,1.94734,65.6693,0,0,1.69034,0.08467,Medium
41.2893,0.10443,48.6626,0,1.67711,0.75939,7.50717,High
52.00363,24.64069,21.03516,0,0,2.26402,0.05199,Medium
29.08769,0.00662,68.52491,0,0.0395,2.34128,0,Medium
56.17342,1.47751,38.81827,0,0,1.29316,0.01646,Medium
13.90674,0.30444,84.74163,0,0.00054,0.79206,0.25458,Medium
63.37863,19.7323,16.51434,0.00418,0,0.32592,0.02378,Very High
43.53634,1.45761,53.86139,0,0,0.99759,0.03364,Medium
61.28188,11.51866,24.12826,0,2.77547,0.29572,0,Very High
37.36523,0.28471,60.77969,0,0,1.57037,0,Medium
11.45343,1.02681,82.17653,0,0,5.31438,0.01589,Medium
53.46334,13.81624,30.51064,0,1.91587,0.2939,0,Very High
84.62581,5.46919,5.87376,0,3.46676,0.5569,0.00757,Medium
6.937,15.22807,63.51934,0,9.29544,3.00316,0,Medium
55.28988,32.13643,12.21891,0,0.13969,0.18713,0.02363,Very High
60.40888,17.8593,19.0141,0,2.48423,0.23349,0,Very High
7.80371,0.42415,54.52004,0,0.36206,36.87243,0.01762,High
30.7133,0.02527,39.15682,0,0,1.4615,0.13801,Medium
40.14663,39.11409,5.79077,11.20859,2.72755,1.01235,0,Very High
1.70617,0.04379,94.42916,0,0,3.82088,0,Medium
65.76634,12.57335,19.68561,0,1.33006,0.64464,0,Very High
44.57274,22.27377,20.69371,0,12.04433,0.41545,0,Very High
13.91875,0.09389,85.42684,0,0,0.55248,0.00804,Medium
69.85266,2.93829,21.91336,0.14362,2.81977,0.37162,1.96068,Very High
74.55814,5.14798,13.7785,3.94433,2.28433,0.28673,0,Very High
69.75102,0.28417,28.72939,0.12257,0.00419,1.10866,0,Medium
19.3573,19.95477,58.60957,0.01468,0.0308,1.93821,0.09117,Medium
15.28665,0.19628,2.39082,0,0,82.12625,0,Low
28.71816,0.90204,59.41724,0,8.97734,1.96878,0,High
41.76111,7.01315,4.51961,24.82851,0,16.0791,0.05612,Low
11.4408,2.25612,80.97884,0,0,5.2857,0.0179,Medium
72.18273,7.57545,19.34673,0,0.43149,0.45202,0,Medium
81.23113,13.40964,0.39924,0,0.07206,4.88793,0,Medium
60.9946,3.30741,34.43544,0,0.02981,1.19346,0,Medium
9.54143,0.04454,89.97738,0,0,0.35789,0.00097,Medium
80.40032,2.45251,14.46686,1.31648,1.01241,0.32014,0,Low
14.35368,0.37047,83.74816,0,0.64919,0.87849,0,High
54.1922,2.18023,40.17938,0.00747,0.19852,3.22925,0.01041,Medium
3.79393,0.11516,90.61555,0,0,5.41102,0.06434,Medium
39.73107,2.02933,57.35567,0,0,0.81956,0.04384,Medium
64.48611,12.0896,20.6853,0,2.48532,0.25368,0,Very High
74.05829,2.63256,22.06419,0,0.81014,0.42816,0,Medium
90.90195,7.16773,1.5462,0.2076,0.00784,0.13874,0.02493,Medium
63.273,26.76704,9.65873,0,0.01025,0.29098,0,Very High
66.00854,14.71921,17.37654,0,1.48267,0.36649,0.04656,Very High
55.20456,36.52724,0.72344,0,6.96387,0.58088,0,Medium
28.56591,0.19315,68.29877,0,0,2.92848,0,Medium
54.99377,16.80055,21.59815,3.77633,1.01565,1.77339,0.01251,Very High
66.66569,2.68118,26.87784,0.0352,0.00215,3.70104,0.01899,Medium
5.42556,13.94225,65.50825,0,0,15.09845,0.02549,High
59.24217,32.77983,6.86974,0.003,0,0.33549,0.76976,Medium
61.68725,24.93321,12.91282,0,0.00063,0.46608,0,Very High
35.05161,3.94434,44.39193,0,4.03128,12.58084,0,Medium
42.19372,43.97523,8.24924,5.29623,0.0994,0.18619,0,Very High
29.76664,7.42903,46.39813,0.06943,13.17749,3.15928,0,High
50.70022,2.20964,5.43841,1.37799,0,38.56645,0.44821,Low
0.28367,0.01118,0.71201,0,0.01346,98.97968,0,Medium
46.8984,41.35041,5.20832,6.42238,0,0.1205,0,Very High
62.07095,28.04746,9.76715,0,0,0.11083,0.00361,Very High
54.03215,9.18114,35.52387,0.35966,0.5992,0.30228,0.00171,Very High
16.52734,0.12665,78.70528,0,0,4.00585,0.10729,Medium
6.63336,0.33647,92.50669,0,0,0.52241,0,Medium
36.32727,0.50693,2.60522,0.02583,0,17.4876,42.92254,Low
51.18203,3.17307,43.38348,0,0,2.23112,0,Medium
33.42508,0.78258,64.72959,0.34373,0,0.69326,0.02042,Medium
3.9889,0.11105,95.28808,0,0.05987,0.5521,0,Medium
17.35682,0.16944,79.83818,0,0,2.62829,0,Medium
44.67264,14.03005,20.79023,6.61912,13.36583,0.50593,0.01619,Very High
86.90139,1.53293,10.57144,0,0.02716,0.75807,0.19074,Medium
59.98354,0.02133,37.06741,0,2.32106,0.43612,0.17054,High
70.74552,2.30366,25.2187,0,0.00264,0.62221,0,Medium
30.09949,62.39921,6.00024,0,0,1.21193,0.28913,Very High
49.01905,18.01805,27.64841,0,5.18014,0.13435,0,Very High
79.72764,0.55913,18.21354,0,0,0.5682,0.00589,Medium
18.29789,0.88583,77.34238,0,0,3.1833,0,Medium
31.83821,7.25056,58.17451,0.12613,0,2.36027,0.24847,High
6.47775,0.2043,93.20957,0,0.06525,0.04193,0,Medium
48.97553,2.61612,9.94753,2.96421,0,35.31082,0,Low
63.72238,11.29971,24.11437,0,0,0.86354,0,Very High
37.74521,0.3032,61.56841,0,0,0.38317,0,Medium
43.82546,30.86371,0.58093,2.04483,0,22.66536,0,Low
50.67331,13.3199,20.64818,0,0,15.22272,0.12789,Medium
72.13429,9.59973,16.71238,0.11292,0,1.42943,0,Medium
55.48189,1.55054,38.77165,1.76791,1.19584,1.01498,0.21719,Medium
34.36624,20.99992,43.03236,0,0.85887,0.74261,0,High
25.5321,0.47294,73.73269,0,0.00038,0.24998,0,High
34.78262,0.07507,62.33089,0,0.017,2.79442,0,Medium
65.77136,1.75949,30.28097,0,1.46827,0.66244,0.05748,Very High
18.6159,0.5092,79.13372,0.07904,0,1.66215,0,Medium
70.2646,0.8545,27.57443,1.18953,0.00671,0.09047,0,Medium
39.94589,16.14998,21.90779,0,0,21.99635,0,Low
75.45213,0.23525,20.65035,0,0,2.04152,1.62075,Low
57.2167,0.71863,40.75159,0,0.4232,0.88873,0,Medium
74.18839,1.40666,24.15488,0,0,0.25006,0,Very High
43.93034,1.68158,52.96171,0,0.00271,1.38775,0,Medium
71.73817,18.09624,9.93331,0.00555,0,0.17337,0.05337,Very High
4.19526,0.04137,95.22172,0,0.00208,0.53277,0.00515,Medium
11.32563,1.39417,86.626,0,0,0.63886,0.01534,High
43.88604,0.45862,49.21592,0.003,0,6.28613,0.1503,Low
18.45879,67.6246,11.97659,0,0,1.94002,0,High
65.99329,24.74382,9.0111,0,0,0.25179,0,Very High
54.05646,30.95297,14.46684,0,0,0.52372,0,Very High
71.9599,26.42845,1.50153,0,0.08028,0.02983,0,Very High
68.08631,9.92304,21.41705,0,0.06362,0.50227,0.0034,Medium
44.72124,0.53178,53.91183,0,0.54844,0.28542,0,Medium
51.12079,5.7782,42.56622,0,0.00777,0.48683,0.04021,Medium
28.70221,14.14913,40.46214,0,0,16.67357,0.01295,High
39.09495,3.87673,56.04403,0,0,0.98428,0,Medium
74.4438,0.44318,20.16051,0,0,3.4024,0.00873,Medium
69.22564,5.66688,22.02303,0.94215,1.76625,0.37027,0,Medium
41.31107,1.90545,55.11154,0,0.12814,1.53622,0.00564,High
64.33356,28.90213,4.35749,0,1.5526,0.02494,0.82928,Very High
24.97389,0.2588,57.24851,0,0.00016,12.80458,0.01261,Medium
50.95492,19.20677,21.96269,7.26146,0,0.61417,0,Very High
34.98095,0.69237,54.88529,0.0041,6.90114,2.52821,0,Medium
45.83037,25.19962,27.05208,0.36923,0.02458,1.3119,0.21223,Very High
62.93839,8.31049,20.85551,0.0827,0,7.74515,0,Low
46.36795,10.50812,41.14602,0,0.64604,1.32101,0.01087,High
51.84406,36.22834,11.12938,0,0,0.73286,0.06537,Very High
60.26093,15.59704,21.6996,0,0.93816,1.50426,0,Very High
56.41031,0.4926,27.9131,0.64822,0,1.8402,0,Low
57.84787,24.1719,16.12484,1.53239,0,0.28164,0.04136,Very High
51.28291,35.1396,0,0,0.10087,13.47663,0,Medium
67.1079,6.71264,23.60573,0,2.23076,0.34297,0,Very High
63.49138,12.90141,18.10415,4.92845,0.03836,0.53625,0,Very High
22.47647,1.02291,64.66978,0,1.41282,8.92653,1.48057,Medium
72.95017,14.86351,11.17036,0.85572,0.05933,0.10092,0,Very High
89.36843,2.10158,6.64271,0,1.51888,0.36081,0.0076,Medium
58.14722,9.0802,31.79678,0,0.45082,0.52497,0,Very High
52.02734,8.11323,29.11606,4.39134,5.8448,0.50723,0,Very High
27.23111,61.89856,10.28405,0.17372,0.09196,0.32059,0,Very High
49.13224,10.68971,40.01042,0,0,0.16764,0,Very High
66.49822,12.47739,20.67602,0,0,0.34837,0,Very High
55.9934,36.78111,7.10701,0,0,0.11848,0,Very High
60.34268,11.88357,19.62716,0,6.08322,1.979,0,Medium
75.22047,0.63783,8.95373,6.90168,6.32827,1.87482,0.07433,Medium
28.61115,1.81948,2.40175,6.37363,60.06881,0.72519,0,Medium
72.95025,13.77105,8.00714,0,0,5.26121,0,Low
44.63259,3.44808,51.5092,0,0.00615,0.38526,0,Low
75.84432,5.68565,15.30024,1.66602,0.00174,1.50203,0,Medium
3.58085,0.09356,94.86467,0,0,1.46092,0,Medium
44.34318,15.3234,39.32275,0,0.06614,0.87268,0.07185,High
67.8121,2.41025,1.75292,0.01649,0,27.96676,0.02191,Low
74.09284,11.02007,14.5044,0,0,0.38269,0,Very High
72.45109,0.55395,15.99341,4.33076,3.70763,2.95581,0,Medium
75.14032,2.55919,16.86492,0,0.01352,0.99953,4.42238,Medium
62.69622,3.11277,4.24829,0.35514,0,26.20285,0.01926,Low
85.57559,6.74548,3.1417,0,4.43947,0.09777,0,Medium
46.35307,16.48117,31.57873,0.87139,3.65809,1.05755,0,Very High
63.95133,19.40586,16.54435,0,0,0.09846,0,Very High
46.46951,31.46582,20.63,0.06201,0,1.37266,0,Very High
67.74582,17.77348,13.06785,1.02199,0.00019,0.39067,0,Medium
74.77246,1.6883,23.20295,0,0,0.31393,0.01861,Medium
30.04599,6.24546,59.21607,0,0.00844,4.46417,0.01986,Medium
54.09064,11.49765,32.10038,0.00477,0,2.30656,0,Very High
27.3682,3.81788,65.45092,0.99417,0.6692,1.69742,0,High
67.67742,14.42398,17.33262,0,0,0.56287,0.0031,Medium
2.11216,0.00976,97.07905,0,0,0.71023,0.08881,Medium
55.32606,12.68923,30.96462,0,0,1.01587,0,Medium
64.93378,0.22803,33.03592,0,0,1.80227,0,Low
43.9149,1.35333,50.20788,0,0.00152,4.52238,0,Medium
36.24806,3.64667,50.41693,0,0.00172,9.68662,0,Medium
88.90058,5.10425,5.22919,0,0,0.76597,0,Medium
73.57185,0.52473,12.57805,9.31615,0.36801,3.59071,0,Medium
19.55377,0.05395,77.18623,0.03379,0.01849,3.15378,0,Medium
32.77799,0.75421,56.41318,0,7.40814,2.64648,0,High
75.48919,9.19307,14.52223,0,0,0.74813,0.04738,Very High
56.55803,25.35192,17.59745,0,0.09719,0.38341,0.012,Very High
33.73084,44.68041,21.37775,0,0.00423,0.20678,0,Very High
24.61977,3.10129,68.1446,0.13204,1.9062,0.44266,1.65345,Medium
6.21585,0.03142,90.65724,0,1.91557,1.17489,0.00503,Medium
65.87821,18.0692,13.11012,0,2.11235,0.83012,0,Very High
26.85792,1.3247,71.03006,0.00634,0.14395,0.62571,0.00989,Medium
14.41483,6.08363,0.66757,6.17815,0,41.03368,27.76183,Low
2.52985,0.03255,95.46961,0,0,1.968,0,Medium
62.14373,17.10958,18.71054,0,1.47685,0.55455,0,Very High
72.6404,10.37762,16.0855,0.03026,0,0.86621,0,Very High
47.88445,2.54259,44.58719,0,0,4.9786,0,Medium
68.84296,0.81114,25.22701,1.94998,0.09937,3.06752,0,Medium
35.15564,13.08068,20.74288,0,30.53467,0.48168,0,Very High
39.69577,5.60263,54.21357,0,0,0.47905,0.00898,Very High
66.80537,4.25606,16.79409,0,8.76386,3.38062,0,Medium
72.0209,23.28983,4.40553,0,0,0.24828,0,Very High
45.14485,36.43115,17.71812,0,0,0.70587,0,Very High
38.82686,6.91109,51.10941,0,0.11991,3.03273,0,Very High
42.25148,1.56782,37.89065,0.11907,0.05136,12.51405,5.60558,Medium
20.72656,1.84651,74.50709,0.06486,0.59301,2.25833,0.00065,High
5.88081,3.08247,89.54033,0,0,0.97252,0.52387,Medium
70.60486,0.03752,27.11644,0.34512,0,1.89606,0,Low
70.87451,12.40279,16.02082,0,0.09585,0.60603,0,Very High
57.02806,10.03552,30.59457,0,1.61792,0.72393,0,Very High
83.81618,0.63839,4.43711,0.11009,0,10.99824,0,Low
74.59017,22.62418,0.75816,0,1.64312,0.07585,0.30852,Medium
86.17569,0.86049,8.46668,0.15024,0,0.71938,0.0278,Low
37.8815081,0,1.6157989,0,0,60.502693,0,Medium
51.76099,0.3636,28.15774,0,0.37312,19.34454,0,Low
62.48204,4.35141,30.73976,0,0.26969,2.14823,0.0022,High
40.01532,3.78326,54.25766,0,1.06022,0.85968,0.01984,Medium
1.14849,0.38746,98.01621,0,0,0.44678,0.00105,Medium
73.88873,4.52793,20.48327,0.41791,0.33927,0.243,0.09102,Very High
37.71007,0.61995,59.4279,0,0,1.87798,0.00555,Medium
60.7899,1.16686,32.93766,0.01523,4.72209,0.36827,0,Medium
44.65733,5.14431,48.87162,0,0.14381,1.1584,0,Very High
19.57041,8.26272,65.38196,0,5.43608,0.40615,0.94267,Very High
69.42541,13.24077,14.30163,0.05281,2.54142,0.43795,0,Very High
75.22849,0.63486,18.94474,3.99488,0.00061,1.1913,0.00513,Medium
30.21691,0.06354,65.88477,0,0,2.44526,1.38501,Medium
7.8302,0.21954,90.57551,0,0,1.37475,0,Medium
2.07295,0,96.83555,0,0,1.09149,0,Medium
65.95003,5.32871,5.9908,14.53265,5.72928,2.42572,0.00663,Medium
18.70409,0.20975,80.35584,0,0.00902,0.71689,0.00441,Medium
60.87644,11.92676,26.0019,0,0.51715,0.67776,0,Very High
83.10698,3.32046,5.69689,0,0.44461,0.61293,6.81813,Medium
11.8002,0.07504,86.96165,0,0,1.14826,0.01485,Medium
57.89752,13.33339,26.66855,1.42352,0,0.67701,0,Very High
76.29479,7.93618,14.63837,0.31543,0.63916,0.16975,0,Medium
58.99723,4.78939,30.42952,0,0,5.78386,0,Very High
14.58655,5.83363,70.69513,0,0.00358,8.88111,0,Medium
56.45966,20.4419,22.61422,0,0.15045,0.33377,0,Very High
4.64972,0.00543,91.04639,0,0,2.6579,0.04395,Medium
54.21683,5.31197,37.54743,0,0,2.92216,0,High
37.10004,0.99711,55.34083,0.21471,1.53804,4.80927,0,Medium
79.25547,12.57949,7.46851,0,0.45537,0.24117,0,Very High
12.25297,2.09668,53.48414,0,29.58413,1.55038,0.02574,Medium
25.39998,0.24642,73.60521,0.15291,0.01302,0.52265,0.0598,Medium
72.41674,6.75245,15.60476,3.88448,1.01541,0.32617,0,Very High
37.1562,39.65082,22.63175,0,0,0.56123,0,Very High
51.6821,11.26543,36.66987,0,0.14752,0.23509,0,Very High
84.28791,3.8011,3.02427,0.03442,0,6.46726,0.05641,Low
59.45194,2.14801,7.23367,4.66838,0,9.86892,8.75045,Low
49.36597,29.01178,8.76096,1.58768,0.01232,10.93864,0.05536,Low
18.13127,0.03899,80.27349,0,0,1.53384,0.02241,Medium
30.99132,16.38637,36.13003,0,0,16.49228,0,Low
55.373,8.45997,33.26885,0,0,2.8954,0,Medium
25.35025,0.6764,67.66998,0.00454,5.82502,0.4738,0,Medium
41.75145,24.95098,28.15241,0,3.47773,1.11156,0.55588,Very High
42.52812,1.23757,53.28501,0.64149,0.9415,1.22257,0.12382,Medium
32.56532,57.1127,8.38483,0,1.33343,0.43171,0.17201,Very High
74.58422,3.94094,21.08913,0.00684,0.032,0.34687,0,Very High
63.11905,13.39838,16.52389,3.97901,2.09376,0.72845,0.15747,Very High
65.81895,4.7323,18.31174,0,8.95269,2.18432,0,Medium
70.85889,18.31531,5.92539,0.3698,0,3.88564,0.48649,Low
15.20129,0.31384,83.88619,0.05495,0.00329,0.53708,0.00338,Medium
61.23816,14.35239,23.39673,0.61409,0,0.39864,0,Very High
11.52659,0.08518,87.99725,0,0.16736,0.22363,0,Medium
94.51857,0.16642,2.95105,0,2.36396,0,0,Medium
22.39225,0.66075,53.45179,0,0.05027,23.39542,0.04951,Medium
26.18723,0.14134,72.32848,0.1099,0.74936,0.47837,0,Medium
77.91128,3.76583,16.82589,0.59936,0.20956,0.68808,0,Very High
56.717,35.21536,7.8944,0,0,0.17324,0,Very High
58.57023,1.65048,37.88162,0.05889,0.02148,1.8072,0,Medium
65.92508,4.86678,26.98991,0,0.00128,2.21664,0,Very High
74.50281,8.66288,16.31703,0,0,0.28565,0.23162,Very High
48.93215,0.65178,47.16935,0.00608,0.00718,3.23345,0,Medium
61.39293,20.67509,17.18656,0.01455,0.0019,0.72897,0,Very High
22.0655,0.51084,61.18049,0.0029,0.08856,15.24257,0.9064,Medium
78.46945,3.88214,16.78497,0.09898,0.00811,0.75635,0,Medium
78.37531,3.95149,16.97124,0,0,0.70195,0,Very High
78.89894,3.96441,10.41028,0,6.02242,0.6806,0.01613,Low
35.53037,7.9955,49.7219,0,5.84904,0.89377,0.00409,High
64.92163,11.40791,22.19286,0,0.00419,1.4734,0,Very High
68.61337,5.4302,12.75175,9.84077,0.08579,3.26824,0,Medium
68.34761,8.77353,18.20816,0,0,4.6707,0,Medium
32.07688,60.24918,6.80494,0,0,0.86901,0,Very High
41.17461,16.47825,28.01335,11.49147,1.92329,0.91903,0,Very High
40.64321,0.51032,56.02504,0,0.63165,0.52142,1.66835,Medium
74.13639,11.18957,12.38119,1.46084,0.00202,0.82675,0,Medium
66.75269,28.87259,1.9373,0,0.79668,1.54411,0.09664,Medium
59.62285,0.15043,29.97379,0.00113,0.71563,2.07861,7.45479,Medium
73.54366,12.4903,13.42416,0.21892,0,0.32297,0,Very High
36.66026,0.41255,60.35737,0,0,1.90203,0.23822,Medium
55.76909,34.51431,9.2724,0,0,0.4442,0,Very High
29.64032,29.76227,38.38883,0,0,2.12448,0.0841,Very High
72.13962,1.67073,23.00184,0,2.79016,0.39441,0,Very High
24.87523,0.55047,69.92448,0,0,2.07463,0,Medium
69.80561,3.82369,24.3367,0,0,2.01451,0.01071,Medium
44.76005,29.27493,19.86148,5.52697,0.24484,0.33173,0,Very High
15.2432,0.8625,81.87277,0,0.19405,1.82748,0,Medium
49.4688,9.49166,32.61618,0,4.86442,3.47337,0.08557,Medium
80.02846,2.89176,15.65861,0.07462,0.34789,0.99866,0,Very High
25.0359,12.43347,11.96555,0.13246,0,50.21001,0,Low
34.78373,2.30639,24.39202,0,0,38.51213,0,Medium
6.93453,0.10288,92.06658,0,0,0.896,0,Medium
6.96938,0.01564,92.49655,0,0.21506,0.30336,0,Medium
8.63634,0.15608,80.348,0,0.22301,10.63657,0,Medium
85.77503,6.43706,7.68116,0,0,0.10675,0,Very High
28.54666,2.05748,62.36386,0,0.00632,6.86757,0,Medium
54.3558,26.64191,16.60944,0,0,2.11601,0.24009,Medium
62.63956,5.24371,26.19201,3.86001,1.46138,0.57305,0.01287,Medium
63.51525,20.11108,9.78984,0,5.80763,0.71649,0.04459,Very High
86.34672,3.45738,5.67202,3.99146,0.03075,0.50166,0,Medium
72.73116,17.245,10.00415,0,0,0.01969,0,Very High
24.01043,1.90092,60.21573,0,0.00052,1.12887,12.74354,Low
24.66682,0.80193,65.27345,0,5.97896,3.2709,0.00793,High
70.60122,13.27121,14.64717,0.4189,0.00521,1.0159,0.0286,Very High
34.40111,6.74812,1.83574,0,0,57.0012,0.00821,Medium
77.36505,4.55158,10.72644,5.48985,0,1.86708,0,Very High
68.1848,3.80286,24.26986,3.40524,0.1025,0.23474,0,Very High
59.13964,3.10676,31.55662,0.38684,0,5.81014,0,Low
64.43543,32.56257,2.24595,0.43326,0.01132,0.31148,0,Very High
23.04312,0.35684,75.89393,0,0,0.70611,0,Medium
45.86032,2.87266,44.69859,0,4.3177,1.84761,0.40312,Very High
