k__Bacteria|p__Firmicutes,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Verrucomicrobia,k__Bacteria|p__Proteobacteria,k__Viruses|p__Viruses_noname,Susciptability to SARS-CoV-2
25.55172,1.30547,71.86522,0.04644,0.01853,1.16486,0,Medium
82.74326,11.59925,4.45183,1.11258,0,0.09308,0,Medium
60.89376,8.51183,30.21106,0,0,0.38334,0,Very High
67.02457,9.5204,23.2009,0,0,0.25413,0,Very High
54.55235,22.90498,13.83418,4.82159,3.32051,0.56639,0,Very High
39.59307,0.69696,55.69229,0,0,3.57029,0.05816,Medium
74.68064,3.54959,18.78705,0.47447,2.25834,0.21632,0.01481,Medium
16.04331,0.54754,82.08257,0,0,1.32658,0,Medium
52.1073,2.859,44.68917,0,0.20232,0.12773,0,Medium
43.688,0.48767,54.09229,0,0,1.70407,0.02797,Medium
69.4437,1.28469,23.50186,0,0,4.27695,0,Medium
59.87068,12.67313,26.37101,0,0,1.07996,0.00422,Medium
58.6794,39.22825,1.99576,0,0,0.09659,0,Very High
65.24767,0.44883,21.25926,0.55482,0,1.68001,0,Low
30.16069,13.99456,50.39452,0,0.88471,4.56435,0.00117,High
13.71232,0.88104,78.06068,0,0,7.34597,0,High
62.70637,1.02193,30.72487,0,3.57807,1.9683,0,Medium
20.13274,5.12204,74.46619,0,0.05044,0.22859,0,Medium
18.50404,6.88572,3.83376,0.68209,0,70.04865,0,Low
69.47395,3.4055,25.10936,0,0.00027,1.89521,0.10351,Medium
8.80777,3.57992,75.03298,0,5.78721,6.79212,0,Medium
29.57696,0.21242,69.48522,0,0,0.65115,0,Medium
41.22816,14.03399,39.19224,0,0,5.52389,0,High
73.27384,11.40224,14.69955,0,0,0.62437,0,Very High
57.33535,12.29123,25.39801,0,4.47081,0.50023,0,Very High
67.78852,20.82576,10.50943,0.68859,0,0.1877,0,Very High
29.72981,0.65684,60.09481,0,5.48984,3.53598,0.49273,Medium
8.52796,0.0876,78.82117,0,12.27979,0.27381,0,Medium
71.73852,11.91803,16.12703,0,0,0.21643,0,Very High
69.5515,0.98509,20.46764,2.31672,5.13565,1.53252,0.00648,Medium
16.8699,0.19014,32.11486,0,0,50.81555,0.00954,Medium
24.72432,13.42697,39.29019,0,0,22.55347,0.00505,High
59.68898,23.29734,14.99033,0,0,2.02336,0,Very High
6.98976,0.21855,86.13139,0,0,6.54276,0,Medium
29.64853,5.53408,61.48395,0,0,3.33238,0,High
55.09147,23.75578,20.27887,0.00192,0,0.87195,0,Very High
30.95041,0.22757,64.65188,0,0,4.17015,0,Medium
76.30984,8.56812,9.113,0,5.69899,0.31004,0,Very High
82.23766,5.48912,11.95915,0,0.1844,0.12966,0,Very High
35.7212,5.18984,0.75961,0,0.0683,58.26105,0,Low
42.88699,0.82227,55.33978,0.02284,0.034,0.89412,0,Medium
48.85194,23.76174,23.32815,0,3.7992,0.25897,0,Very High
43.87493,1.11286,50.39113,0,0,2.6463,0,Medium
4.53625,4.58831,1.22322,0.07482,0,89.5774,0,Low
64.29634,13.66267,10.45393,9.73775,1.79694,0.05237,0,Very High
14.88055,14.52037,1.35942,0,0,69.20896,0.0307,Medium
28.85645,26.94961,40.665,0.36168,0.06463,3.10263,0,Very High
10.9053,0.27854,66.83212,0,0.00054,21.0701,0.81906,Medium
68.9486,13.1744,16.97907,0,0,0.89792,0,Very High
52.72316,21.78617,19.02278,0,5.28359,0.63976,0.54454,Very High
59.25815,1.09892,39.45324,0.06446,0.00309,0.12214,0,Medium
53.45017,3.98263,27.78837,4.98517,6.85935,2.8679,0,Medium
2.91537,21.1965,53.11231,0,0.12993,22.24952,0,Medium
84.42537,0.94506,11.95995,1.27175,0.00796,1.38991,0,Medium
17.67538,2.93732,5.97969,0,0,49.08903,24.29988,Low
29.64374,0.82828,53.35091,0,0,16.0591,0.11797,Medium
39.3627,0.31784,56.92826,0.00821,2.51497,0.72893,0.1391,Medium
37.41597,1.22886,60.37186,0,0,0.96152,0.01149,Medium
39.28783,10.30278,49.16599,0,0,1.2342,0,Very High
49.70763,43.74312,6.25398,0,0,0.29526,0,Very High
69.18091,1.05355,26.47423,0.49567,2.0726,0.71048,0,Medium
63.18585,16.34831,16.98043,3.01081,0,0.47459,0,Very High
79.64816,4.54825,14.88477,0,0,0.79811,0,Medium
55.9118,21.14302,19.84767,0.51425,1.32522,1.25804,0,Very High
49.35298,33.69597,16.72899,0,0,0.22176,0,Very High
45.6953,33.65058,19.1391,0,0.00253,1.51248,0,Very High
52.93814,2.27404,29.62523,5.23202,7.67096,2.25461,0,Medium
40.91669,0.16573,57.96063,0.04108,0.5541,0.35851,0.00325,Medium
61.94103,19.72853,12.57794,3.1447,2.04114,0.54672,0,Very High
51.71747,9.64288,2.34746,22.65614,0,13.52722,0,Low
22.652,1.73044,1.01245,5.4595,68.17765,0.96797,0,Medium
73.66711,0.69294,23.98916,0,0.50893,1.10189,0.03109,Medium
25.11595,0.65158,72.101,0,0.23883,1.85396,0.03805,Medium
1.73242,0.08515,97.68049,0,0,0.49311,0.00882,Medium
77.85896,13.9617,7.38776,0.72736,0,0.06423,0,Very High
22.91438,0.67074,74.2257,0,0,1.3798,0.78361,Medium
30.74971,0.27109,3.626,0,0,37.19338,28.15983,Low
70.2192,9.80053,19.57428,0,0,0.40599,0,Very High
63.23813,5.50327,29.12865,0,0.74107,1.38889,0,Medium
18.35801,0.05507,80.34206,0,0.00183,1.24302,0,Medium
70.63138,12.54918,16.02895,0.25883,0,0.11987,0.41178,Very High
56.41043,21.47762,22.04649,0,0,0.06546,0,Very High
9.61862,1.47224,88.35123,0,0,0.37769,0.18004,Medium
29.25584,0.0418,65.56545,0,1.84098,3.29594,0,High
50.63198,12.48132,34.75392,0,0.4915,1.63568,0,Very High
77.10377,1.47908,10.28381,2.857,8.11604,0.07758,0.0785,Medium
61.83396,2.53325,34.50243,0,0.34354,0.78247,0.00169,High
71.13049,16.15476,12.20974,0,0.07113,0.43387,0,Very High
59.18259,25.25933,13.18176,2.20995,0.00181,0.16457,0,Very High
37.13954,3.49201,56.73682,0,0,1.79052,0.00907,Medium
34.20411,35.8639,28.34974,0,0,1.57882,0,Medium
60.38013,23.14754,9.85677,6.30981,0.04338,0.25589,0,Very High
55.67093,25.62996,18.32045,0,0.00752,0.37113,0,Very High
51.10905,12.48036,35.3375,0,0.63605,0.43704,0,Very High
64.9612,29.91981,5.00624,0.00261,0.01415,0.09599,0,Very High
76.35475,0.14936,22.58809,0,0.08053,0.82123,0,Medium
54.68019,18.88709,25.85875,0,0,0.57396,0,Very High
66.09271,4.09375,28.4436,0,0,1.33576,0.02889,Medium
52.27751,12.80751,25.4643,7.68346,1.28823,0.47899,0,Very High
64.54297,4.28649,30.68056,0,0.08663,0.39189,0,Very High
7.93925,0.01996,91.35654,0,0,0.68003,0.00411,Medium
68.14289,0.89791,27.92173,0,0.00306,1.72098,0.01116,Medium
34.8835,1.27736,0.05551,0.15304,0,21.59572,41.99544,Low
46.58512,3.41114,48.87958,0,0.10081,1.0165,0.00685,Medium
36.0174,3.8113,37.52166,0,0,15.71397,6.9222,Medium
64.36407,8.39883,8.30482,3.49651,0,15.30946,0,Low
21.72351,0.61208,76.82741,0,0,0.8335,0,High
64.63674,15.85594,10.18719,8.89062,0.00076,0.42874,0,Very High
63.2256,22.78624,7.79753,4.93557,0.93072,0.32434,0,Very High
3.37465,0.05037,96.39895,0,0,0.17603,0,Medium
58.23726,4.90387,35.17914,0.00168,0.73775,0.93862,0,Medium
57.1183,29.43116,12.56522,0.13481,0,0.75051,0,Very High
66.08429,1.27522,32.05493,0,0.00848,0.57707,0,Low
53.21966,45.9731,0.80337,0,0,0,0,Very High
19.4522,2.92988,67.03823,0,0,10.34147,0,Medium
55.25826,2.38811,19.75159,4.40939,16.8261,1.35813,0,Medium
10.03384,0.26995,54.47184,1.21104,0,31.85303,1.92753,Medium
78.08941,12.69794,9.0749,0,0.02193,0.09548,0.02033,Medium
54.48862,38.64122,6.80311,0,0.01203,0.05502,0,Very High
23.037,2.49729,70.45967,0,0.04119,3.11103,0.85382,Medium
74.74317,18.87425,0.08235,0,6.05318,0,0.24705,Medium
12.3314,0.78081,86.23343,0,0.00078,0.64947,0,Medium
69.85356,4.44173,24.21752,0,0,0.76397,0.72322,Very High
66.36765,8.05706,21.29885,0.12331,3.56637,0.58676,0,Very High
9.93597,0.144,89.21542,0,0.05986,0.64475,0,Medium
63.0609,3.40002,30.82875,1.50737,0.12105,1.08191,0,Very High
82.72469,3.7065,8.1492,0,4.93474,0.47628,0,Medium
86.36636,2.02297,1.8689,7.92213,1.74169,0.06565,0,Medium
62.17011,3.30846,33.57205,0,0.10074,0.83357,0.00564,Medium
70.0493,4.8532,18.36996,4.42335,1.01824,1.24608,0.0353,Medium
73.41292,2.9882,1.23431,0,21.73424,0.29426,0.31261,Medium
70.89365,17.31496,11.57296,0,0,0.21844,0,Very High
26.91395,1.88459,70.71602,0,0,0.46334,0.0221,Medium
61.61779,0.95097,33.32635,3.82867,0,0.27622,0,Very High
53.64206,12.93666,31.96235,0.03793,0.17506,1.24594,0,Medium
6.50128,0.2821,88.85931,0,2.99089,1.36642,0,Medium
79.53347,2.95254,7.28726,0,8.20701,0.93205,1.06847,Low
39.65195,1.77527,48.12983,0.09443,0.17059,10.17792,0,Low
29.35321,12.731,38.49378,0,0.12517,1.30806,17.98877,High
70.6208,11.31856,16.1422,0.94956,0.45364,0.51524,0,Very High
12.7999,0.37643,86.80349,0,0,0.02019,0,Medium
63.54041,1.90002,33.4187,0.12449,0.00273,1.00473,0,Very High
70.22895,3.23804,24.54482,0.09322,0.13048,1.76447,0,Medium
71.54092,18.62936,6.6329,0,3.03268,0.16415,0,Very High
42.8835,32.71934,20.24784,3.56131,0.04115,0.54073,0,Very High
54.87159,15.75466,21.71432,2.31079,4.422,0.92664,0,Very High
47.3469388,0.4081633,13.3469388,0,24.122449,14.6530612,0,Medium
70.37643,14.58135,13.8186,0,0.9002,0.32342,0,Very High
10.78426,0.1306,77.54497,0,0.00055,9.79025,0.15124,Medium
51.46987,0.58613,15.66388,7.52046,16.44975,8.06952,0.00246,Medium
55.45909,3.35822,36.41344,0,1.85884,1.33565,1.5537,Very High
70.96062,3.04835,24.60455,0,0.68244,0.70404,0,Very High
3.81572,4.76201,74.97506,0,0.62757,15.76387,0,Medium
44.14849,10.716,44.69861,0,0,0.4369,0,High
65.78181,5.31537,18.10004,0.15474,0.10525,2.72928,7.80854,Medium
2.77318,0.03454,96.35547,0,0,0.83681,0,Medium
36.70955,3.23216,59.40745,0,0,0.65083,0,High
17.26509,1.3379,78.88564,0,0.01487,2.49501,0.00027,High
45.14513,1.38597,41.81308,0.06815,0,5.56781,0,Low
63.56345,1.98387,25.94958,3.42451,3.80097,0.98085,0.29677,Medium
59.0105,11.21479,24.87859,3.74083,0.45097,0.70432,0,Very High
84.87348,12.91043,1.63136,0,0,0.41682,0.01846,Medium
58.59434,9.33661,29.04114,0.68382,1.75065,0.58563,0.00781,Very High
28.39317,2.96697,66.88527,0,0,1.65386,0.0286,Medium
86.97009,6.22025,6.44755,0,0.13157,0.23054,0,Very High
6.6084,0.02072,91.13061,0,0.14813,0.13266,1.95948,Medium
58.91872,0.25987,37.99463,1.34414,0.30093,1.18171,0,Medium
57.82797,0.36471,41.648,0,0,0.15932,0,Medium
70.44326,9.14355,19.94746,0,0,0.46573,0,Very High
6.71552,0.29977,76.94363,0,0,10.41575,0.08055,Medium
72.92345,27.06698,0,0,0.00957,0,0,Medium
28.91159,0.49772,68.33816,0,0,1.94072,0.04403,Medium
19.73208,1.35131,70.33277,0,0.58506,7.99741,0,Medium
8.71343,0.15553,90.09619,0,0,1.03485,0,Medium
12.40797,0.00297,82.80265,0,0,4.78456,0.00184,Medium
71.4979,1.50371,12.01733,9.09709,2.16981,2.91407,0.79017,Medium
46.84088,0.19553,50.45871,0,0,2.31687,0.02435,Medium
58.08872,14.1194,20.27557,3.34508,2.18315,1.91045,0.07763,Medium
13.47733,2.14338,4.40586,0.02048,0,79.79971,0.10937,Low
45.24249,1.68558,52.60657,0,0.05557,0.40979,0,Medium
57.54678,19.8258,19.02836,0,2.19517,1.38996,0.01393,Very High
62.44972,6.68926,20.4801,5.27482,3.85016,1.23124,0.02471,Medium
49.68159,1.38963,46.36807,0,0,2.53786,0,Medium
13.95358,0.90934,83.18627,0,0.00254,1.67447,0.27379,Medium
70.17849,14.78107,11.66504,3.1043,0.04802,0.15841,0.06466,Very High
67.6589595,0.1156069,12.7456647,0,0,16.4450867,0,Medium
38.3656,0.61406,49.89646,0,0.18239,10.93391,0,Medium
27.06648,3.55963,67.21785,0,0.70263,1.45341,0,Medium
69.67267,3.6433,10.38833,9.89244,5.68517,0.71809,0,Medium
74.92846,13.47303,10.07398,0,0,1.52452,0,Very High
63.81314,14.52947,21.45071,0,0,0.20626,0,Very High
79.34413,1.01713,17.80666,0,0.0672,1.76488,0,Very High
65.57562,11.7313,18.80109,1.03807,0.24851,0.89449,1.69963,Very High
18.38607,0.24252,80.35068,0.0255,0.89305,0.10217,0,Medium
77.55305,1.32997,12.64599,7.9779,0.18913,0.30235,0,Very High
71.89863,3.17921,20.55027,0.43683,0.30875,3.62494,0,Medium
71.80947,7.0986,20.09778,0,0,0.97818,0.00395,Medium
41.28142,2.03445,51.75697,0,0.07328,4.83293,0,Medium
29.43872,2.25406,61.90107,0,0.00074,6.40541,0,High
47.84625,20.02395,31.84903,0.03496,0.04098,0.20484,0,Very High
72.64402,3.75001,16.97702,0,4.27173,1.88754,0.01675,Medium
17.80649,0.11147,78.6659,0,0,3.41615,0,Medium
60.65453,26.73428,10.38874,1.8962,0,0.30256,0.01572,Very High
39.83441,1.37959,51.01061,0,0.06163,7.39689,0,Medium
71.11482,1.31201,25.49656,0.71716,0.12648,1.23296,0,Very High
95.93673,2.06406,0.36269,0,1.63301,0.00351,0,Medium
4.0134,0.91351,72.55525,0,0,22.51784,0,Medium
31.92985,52.69886,7.38191,3.66748,0,4.32191,0,Very High
68.53546,14.33871,16.83069,0,0,0.29514,0,Very High
73.01032,2.37888,13.664,5.00233,0,5.94447,0,Low
23.74265,0.10175,74.90151,0,0.01838,1.20397,0.03173,High
68.93167,1.52879,27.47099,1.29487,0.0021,0.76869,0,Medium
82.22129,2.03116,13.26168,1.24379,0.01498,1.2204,0,Medium
47.57625,10.60283,37.77037,0,0.19808,3.84833,0.00414,Medium
70.57717,5.42579,9.83951,6.00695,7.96534,0.18525,0,Medium
63.4263,31.0781,5.17849,0,0.01257,0.30454,0,Very High
54.63711,9.15022,17.5887,0,13.76058,4.86339,0,Medium
41.70606,1.34878,45.08784,0,0,10.75673,0.03556,Low
56.15153,11.51189,31.34864,0,0,0.98794,0,Very High
25.78645,0.60483,68.2806,0,0,5.17129,0.15473,High
63.10509,0.66083,27.1363,5.15831,1.13407,2.79652,0.00887,Medium
50.11858,2.01171,37.27941,4.33837,1.58652,4.27973,0.38569,Medium
78.95335,0.48674,19.25934,0,0,1.25922,0.00691,Medium
30.86617,1.28262,64.9041,0,0.15133,1.36268,1.39465,Medium
74.84089,14.3956,0.43377,0,8.04726,1.59395,0.68852,Low
70.8956,10.27444,17.56748,0,0.18584,1.07664,0,Very High
17.87246,0,81.60259,0,0,0.52495,0,Low
65.5855,4.83257,18.9709,6.10753,1.83641,2.65518,0,Medium
75.35126,0.88403,22.47749,0.5538,0.06362,0.58529,0.08076,Medium
68.33991,13.77147,17.45282,0,0.21215,0.22364,0,Very High
61.87956,0.04399,35.71283,0,2.10967,0.08302,0.17093,Medium
25.67498,0.16843,65.56298,0,0,8.58862,0,Medium
33.684,0.27391,64.64908,0,0,1.38062,0,Medium
39.41628,3.50986,28.91446,0,0,28.1594,0,Medium
78.12029,14.20499,7.50923,0,0.00065,0.16485,0,Very High
23.74375,0.01347,76.13815,0,0,0.10463,0,Medium
34.99529,0.11214,62.84033,0,0,2.04514,0,Low
56.21518,20.46935,22.59592,0.00156,0,0.71051,0.00749,Medium
29.82912,20.77019,45.36899,0.50206,0.07395,3.45062,0.00506,Very High
76.71784,1.76997,1.46538,1.41423,0.13968,15.89894,0.33163,Low
53.32389,0.42148,45.25597,0.1331,0.47968,0.38292,0,Medium
22.36239,0.7081,73.28787,0,3.43602,0.20561,0,Low
70.85964,0.33087,26.19337,0.00682,0,2.6093,0,Low
56.58904,1.23113,40.23412,0,0,1.9282,0.01751,Medium
39.9365,1.69827,56.34779,0,0.36234,1.63803,0.0142,Medium
77.06045,4.729,17.64109,0,0,0.56946,0,Very High
83.13768,1.45742,7.16727,2.44747,0,5.79016,0,Low
51.76043,12.67444,31.4494,0,3.84443,0.27129,0,Very High
82.98056,8.46003,7.70787,0,0.00572,0.8272,0.0085,Medium
44.89635,21.14279,31.82324,0,0,2.13763,0,Very High
23.77709,0.32381,73.80301,0.03704,0.81327,1.24289,0.00288,Medium
80.36671,3.02352,13.1929,0,0,3.38358,0.03329,Medium
29.30271,0.01936,70.47069,0,0,0.1551,0.05214,Medium
13.01683,0.17423,52.7177,0.00893,0,30.82454,0,Medium
56.56864,28.47997,11.93972,0,0,3.01167,0,Very High
72.44144,1.9804,5.5786,0.12892,0,3.14115,0,Low
39.20065,2.03006,54.34954,0,1.1771,3.24176,0.00089,High
40.41519,38.30855,20.22761,0,0.10023,0.94244,0,Very High
42.36966,3.66772,47.11909,0.00327,5.37463,1.46563,0,High
42.21198,1.56947,35.2053,0,0.40014,20.57833,0.02977,High
61.44928,6.71117,29.80369,0.95101,0.02836,1.02618,0,Medium
18.62288,6.49603,18.69886,1.27399,0,54.90823,0,Low
66.29801,10.487,21.47354,0.43686,0.73499,0.44241,0.1272,Very High
12.87344,0.17702,85.95448,0,0.21683,0.77822,0,Medium
23.49709,5.33793,67.10368,0,0.53525,2.90266,0.6211,Medium
42.37584,0.56304,30.59498,2.00447,23.55093,0.90539,0,High
30.53275,2.66472,58.0033,0,8.53851,0.25887,4.00E-04,Medium
62.32498,2.24573,30.2994,2.54813,0.12948,2.39681,0.00395,Medium
10.44868,0.12594,88.80212,0,0,0.62326,0,Medium
52.82942,4.26207,31.18984,0,0,11.71868,0,Medium
21.14853,56.90759,19.58983,0,0,2.29617,0,Low
40.18793,1.06716,51.23593,0.59172,2.09649,2.88156,1.38539,Medium
89.19379,10.48417,0,0,0.02127,0.30077,0,Medium
67.54408,0.1958,30.23842,0,0,2.0217,0,Medium
68.01971,8.52802,21.84524,0,0.63004,0.97699,0,Medium
63.6369,30.03102,6.25117,0,0,0.07139,0,Very High
83.33423,0.10263,12.23175,0,0,4.33138,0,Low
60.64476,6.49684,27.47026,4.08842,0.44571,0.70965,0.13895,Very High
7.18364,0.94919,88.39408,0.00574,0,3.45725,0.00895,Medium
69.03509,11.95481,17.3425,0,1.17057,0.49704,0,Very High
25.40135,0.28201,69.56271,0,0,1.79985,0.71217,Medium
37.2074,2.4839,59.84152,0,0,0.46717,0,Very High
60.04855,15.62869,21.80039,0.67689,0.59241,1.19265,0.06006,Medium
55.82933,4.45585,26.08388,0,8.41186,5.19447,0,High
15.15582,4.38981,36.01287,0,25.32844,1.51148,17.57746,Low
69.90439,12.71147,14.94496,1.4038,0.05856,0.9689,0,Medium
70.8609,4.06053,24.20124,0.01285,0.00846,0.84478,0.01124,Medium
80.92379,12.09631,5.25908,1.14377,0.44113,0.12762,0,Very High
69.64373,9.29301,19.79724,0,0.9192,0.34191,0,Very High
72.51944,22.51198,4.67358,0,0,0.29273,0,Very High
71.17779,5.14824,19.5347,0,0,4.01347,0.1258,Medium
83.17582,2.48495,11.89713,0.83884,0.01084,1.59242,0,Medium
44.80583,8.31401,44.9269,0,0,1.95326,0,High
76.65936,9.31116,10.16676,0,0.06655,3.7054,0,Low
58.76072,4.26023,5.09429,0.4458,0,31.37337,0,Low
43.12751,0.13975,54.14023,0,0.16327,2.42765,0,Medium
57.49958,28.71202,12.64837,0.22305,0.68569,0.23129,0,Very High
65.53636,6.44758,27.23884,0,0.09882,0.405,0.27339,Very High
58.89731,4.46337,31.6663,0,3.78223,1.15031,0.04048,Very High
52.15548,23.52125,21.01918,2.38793,0.41106,0.5051,0,Very High
81.33727,2.57047,14.8434,0,0.00846,1.23558,0,Medium
71.0667,13.84561,14.22098,0.48853,0,0.37817,0,Very High
83.70121,1.60815,12.55553,0,1.04375,1.08546,0,Medium
88.36778,2.49539,0.22142,0,5.41522,2.66174,0.83467,Very High
55.92927,36.60328,7.26615,0,0,0.2013,0,Very High
34.75011,0.24276,64.99237,0,0,0.01476,0,Medium
60.94433,4.0519,29.71218,0,0,5.29123,0,Medium
14.84075,0.16755,83.63257,0,0,1.35752,0,Medium
6.03786,0.23804,93.66497,0,0,0.05913,0,Medium
85.23828,1.4627,5.12653,0.11582,0.60117,6.92762,0,Low
46.55602,0.08891,51.49433,0,0.25484,1.60242,0,Medium
39.56976,0.10323,55.31244,0,0,4.85675,0.15517,Medium
30.99828,28.67639,29.94727,0,7.47267,2.88914,0.00714,Low
59.21674,17.72968,21.69972,0.76868,0.04477,0.52311,0.0173,Very High
16.67999,0.15101,82.71591,0,0,0.45309,0,Medium
87.67483,0.96471,10.01777,0,0,1.33678,0,Low
52.49651,3.51787,43.36275,0,0,0.62287,0,Very High
57.43325,29.43778,11.43869,0,0,1.65077,0.00388,Medium
61.13438,26.64583,10.43876,1.28826,0.00461,0.2546,0.23355,Very High
37.26697,30.51231,31.8355,0,0,0.38522,0,Very High
82.18374,2.7326,8.95753,0.00748,0.00428,0.80936,5.30251,Medium
5.19022,0.11541,94.3976,0.00276,0.00594,0.28808,0,Medium
6.63759,0.15489,88.79489,0,0,4.41102,0.00161,Medium
64.08707,4.08072,10.12361,10.67547,0.82032,2.92373,7.27883,Medium
28.77671,41.12357,28.83231,0,0,0.92077,0.34664,Very High
75.14062,18.49542,1.35252,0,4.98152,0.00046,0.02946,Very High
69.36271,7.07378,21.4844,0,0.87865,1.09461,0,Medium
60.45403,1.22649,34.6908,1.23904,0.90597,1.47201,0,Medium
48.93915,18.39328,1.84906,0.41621,0,29.88651,0.04196,Low
74.59702,10.30809,14.43638,0.15763,0,0.36247,0.13842,Very High
71.6745,11.45674,16.42183,0,0,0.22819,0.21874,Very High
43.154,0.67587,7.80491,0,47.65433,0.70377,0.0031,Medium
60.38003,1.9956,35.2055,0,1.16323,1.06426,0.16999,Very High
15.80921,0.06009,82.43181,0,0.32003,1.12785,0.11546,Medium
56.53421,13.53437,26.40101,0,3.08158,0.36602,0.08281,Very High
74.73315,12.50957,6.60453,5.37078,0,0.77247,0,Very High
79.69508,1.58847,12.28782,0,4.67521,1.75342,0,Medium
69.49814,6.13933,17.64481,0,6.70528,0.01245,0,Very High
7.46104,90.17301,2.20655,0,0,0,0.1594,Very High
39.89395,0.18215,54.79233,0,2.46478,2.66679,0,Medium
43.61491,25.09428,13.40143,0,0.00777,17.15233,0.72929,Low
54.1927409,1.0012516,11.2432207,2.2423863,1.2932833,28.8589904,0,Medium
58.48559,8.15447,32.11224,0,0,1.2477,0,Very High
45.53231,8.3815,32.31475,0,1.25284,11.46243,1.05618,Low
25.75549,14.50894,48.02402,0,0.0719,11.621,0.01866,Medium
67.52936,6.72916,20.40836,4.70634,0.37543,0.25135,0,Very High
5.59309,0.042,91.07961,0,0.30185,2.98345,0,Medium
46.16588,46.57717,6.66276,0,0,0.59419,0,Very High
73.50474,7.32154,5.76808,12.72793,0.10246,0.57524,0,Very High
11.25835,5.68772,80.92816,0,0.0011,1.86804,0.25663,High
65.97886,22.18899,11.70198,0,0,0.11538,0,Very High
11.86806,6.90377,71.2782,0,2.99417,6.9558,0,Medium
57.75897,3.17858,33.93831,0,4.47655,0.29935,0.34823,Very High
25.91981,0.8172,72.58667,0,0,0.67632,0,High
73.9261,2.11401,11.75115,8.6463,2.64706,0.88704,0,Medium
95.4560531,0.4975124,3.0182421,0,0,0.199005,0,Medium
58.62835,13.99021,21.94438,1.68401,3.37695,0.37611,0,Very High
18.29223,0.24367,79.32906,0.01104,0,1.27982,0.83478,Medium
26.12,0.16862,71.274,0,0,1.34433,0,Medium
45.22979,10.99648,11.32365,0,0,32.44682,0.00327,Very High
52.0529,9.09395,38.26477,0,0,0.58839,0,Very High
80.73234,12.92253,6.14069,0,0,0.20444,0,Very High
75.68955,17.10536,3.59563,2.85267,0,0.75679,0,Very High
75.58085,8.37326,14.77027,0,0.74073,0.25234,0.28256,Very High
60.93274,2.66057,32.76509,0.02886,0,3.58004,0.02513,Low
11.53644,0.67792,75.97302,0,4.69574,6.99285,0,Medium
